name,city,state,pred_degree,type,region,locale,adm_rate,math_stat,size,cost,student_expend,earnings,debt
Kenneth Shuler School of Cosmetology-Spartanburg,Spartanburg,SC,Associates,Private,Southeast,City,NA,0,132,NA,9596,25088,5858
Kenneth Shuler School of Cosmetology-Columbia,Columbia,SC,Associates,Private,Southeast,City,NA,0,74,NA,11389,25088,5858
Divine Mercy University,Sterling,VA,Graduate,Private,Southeast,Suburb,NA,NA,NA,NA,10020,NA,NA
Lincoln Technical Institute-Shelton,Shelton,CT,Associates,Private,New England,City,NA,0,798,NA,6464,38683,11250
Northwest Career College,Las Vegas,NV,Associates,Private,Far West,City,NA,0,2222,NA,1407,27530,9500
Soma Institute-The National School of Clinical Massage Therapy,Chicago,IL,Associates,Private,Great Lakes,City,NA,0,253,NA,5344,32349,7916
American Academy of Health and Wellness,Roseville,MN,Graduate,Private,Plains,Suburb,NA,NA,NA,NA,3338,NA,PS
Arizona School of Acupuncture and Oriental Medicine,Tucson,AZ,Graduate,Private,Southwest,City,NA,NA,NA,NA,4158,NA,PS
Ave Maria University,Ave Maria,FL,Bachelors,Private,Southeast,Rural,0.4481,0.0264,1229,43220,11817,49520,20776
CALC Institute of Technology,Alton,IL,Associates,Private,Great Lakes,Suburb,NA,0,63,NA,6184,32088,9500
Sutter County Career Training Center,Yuba City,CA,Associates,Private,Far West,City,NA,0,50,NA,4548,34846,9500
Cambridge College of Healthcare & Technology,Altamonte Springs,FL,Associates,Private,Southeast,Suburb,NA,0,298,24010,4726,28190,14656
Career Care Institute,Lancaster,CA,Associates,Private,Far West,Suburb,NA,0,649,NA,6567,39888,16625
ATA Career Education,Spring Hill,FL,Associates,Private,Southeast,Suburb,NA,0,226,30619,5255,34577,21030
Community Christian College,Quartzsite,AZ,Associates,Private,Southwest,City,NA,0,428,26533,1240,39217,PS
Culpeper Cosmetology Training Center,Culpeper,VA,Associates,Public,Southeast,Town,NA,0,67,NA,1713,NA,PS
Eastern School of Acupuncture and Traditional Medicine,Bloomfield,NJ,Associates,Private,Mid East,Suburb,NA,0,8,NA,6665,48962,PS
Ecclesia College,Springdale,AR,Bachelors,Private,Southeast,Rural,0.475,0,132,31344,5633,40650,13019
Employment Solutions-College for Technical Education,Lexington,KY,Associates,Private,Southeast,City,NA,0,200,NA,6103,20156,11600
Estelle Medical Academy,Skokie,IL,Associates,Private,Great Lakes,City,NA,0,64,12300,1500,24290,5657
Evergreen Beauty and Barber College-Everett,Everett,WA,Associates,Private,Far West,City,NA,0,1019,NA,4479,26872,7917
Paul Mitchell the School-Great Lakes,Port Huron,MI,Associates,Private,Great Lakes,Suburb,NA,0,64,NA,4919,16715,9667
Healthcare Training Institute,Union,NJ,Associates,Private,Mid East,Suburb,0.7586,0,103,NA,12296,37571,8717
John D Rockefeller IV Career Center,New Cumberland,WV,Associates,Public,Southeast,Rural,NA,0,14,23917,9115,43264,PS
Los Angeles College of Music,Pasadena,CA,Bachelors,Private,Far West,City,0.8137,0,267,50873,9143,31758,27938
Rosslyn Training Academy of Cosmetology,Aguada,PR,Associates,Private,Outlying Areas,Suburb,NA,0,6,8267,1910,11998,PS
SAE Institute of Technology-Nashville,Nashville,TN,Associates,Private,Southeast,City,NA,0,1800,25834,2238,39544,9500
Southern Technical College,Orlando,FL,Associates,Private,Southeast,Suburb,NA,0,1686,NA,4346,29893,11250
Stanbridge University,Irvine,CA,Associates,Private,Far West,City,0.1137,0,2373,NA,2792,62144,20000
Universal College of Healing Arts,Omaha,NE,Associates,Private,Plains,City,NA,0,27,24310,6522,28865,14768
Uta Mesivta of Kiryas Joel,Monroe,NY,Bachelors,Private,Mid East,City,NA,0,2729,21452,6433,31853,PS
Harrisburg University of Science and Technology,Harrisburg,PA,Bachelors,Private,Mid East,City,0.8178,0.0192,650,33434,13550,52374,27000
Blue Ridge Community and Technical College,Martinsburg,WV,Associates,Public,Southeast,Rural,NA,0,1565,10779,7622,39293,13000
Daytona College,Ormond Beach,FL,Associates,Private,Southeast,City,NA,0,199,NA,8340,26422,7403
Delta Technical College-Mississippi,Horn Lake,MS,Associates,Private,Southeast,Suburb,NA,0,2320,NA,3070,33601,9500
United States University,San Diego,CA,Bachelors,Private,Far West,City,NA,0,167,28358,3531,80980,15244
Empire Beauty School-Avondale,Avondale,AZ,Associates,Private,Southwest,Suburb,NA,0,239,NA,6523,23589,10231
Empire Beauty School-Littleton,Littleton,CO,Associates,Private,Rocky Mountains,Suburb,NA,0,44,NA,9012,24022,10667
Empire Beauty School-Aurora,Aurora,CO,Associates,Private,Rocky Mountains,City,NA,0,98,NA,11267,24022,10667
Joyce University of Nursing and Health Sciences,Draper,UT,Associates,Private,Rocky Mountains,Suburb,0.8944,0,1892,33321,9821,49841,20000
San Joaquin Valley College-Modesto,Salida,CA,Associates,Private,Far West,Suburb,NA,0,590,NA,4175,38317,10674
Eagle Gate College-Layton,Layton,UT,Bachelors,Private,Rocky Mountains,Suburb,NA,0,205,NA,5683,37518,43021
Academy of Hair Design-Jasper,Jasper,TX,Associates,Private,Southwest,Town,NA,0,49,NA,3830,20892,11125
Unitech Training Academy-West Monroe,West Monroe,LA,Associates,Private,Southeast,Suburb,NA,0,98,NA,6919,24707,8721
New River Community and Technical College,Beaver,WV,Associates,Public,Southeast,Rural,NA,0,777,11656,8320,29073,7250
The College of Health Care Professions-Southwest Houston,Houston,TX,Associates,Private,Southwest,City,NA,0,666,NA,3194,33070,9500
UEI College-Chula Vista,Chula Vista,CA,Associates,Private,Far West,City,NA,0,1344,NA,2828,31141,9500
UEI College-West Covina,West Covina,CA,Associates,Private,Far West,Suburb,NA,0,1022,NA,2916,31141,9500
Georgia Gwinnett College,Lawrenceville,GA,Bachelors,Public,Southeast,Suburb,0.9557,0.0035,11156,18033,6017,47730,20076
Phoenix Institute of Herbal Medicine & Acupuncture,Phoenix,AZ,Graduate,Private,Southwest,City,NA,NA,NA,NA,1894,NA,PS
Tucson College of Beauty,Tucson,AZ,Associates,Private,Southwest,City,NA,0,134,NA,3941,27314,6333
California Career College,Canoga Park,CA,Associates,Private,Far West,City,NA,0,195,NA,3935,51684,28500
Palladium Technical Academy Inc,Temple City,CA,Associates,Private,Far West,Suburb,NA,0,45,NA,2607,34799,7755
Los Angeles College of Aesthetics,Los Angeles,CA,Associates,Private,Far West,City,NA,0,101,NA,5315,16540,3723
National Polytechnic College,Lakewood,CA,Associates,Private,Far West,Suburb,NA,0,299,NA,5028,30781,16098
American Career College-Ontario,Ontario,CA,Associates,Private,Far West,City,NA,0,2014,NA,5085,38492,9500
Asher College,Sacramento,CA,Associates,Private,Far West,Suburb,NA,0,699,NA,1768,45468,14166
American Institute of Massage Therapy,Santa Ana,CA,Associates,Private,Far West,City,NA,0,17,NA,2814,NA,PS
University of East-West Medicine,Sunnyvale,CA,Graduate,Private,Far West,City,NA,NA,NA,NA,2212,NA,PS
Blake Austin College,Vacaville,CA,Associates,Private,Far West,Suburb,NA,0,11,NA,4988,42518,10249
Aviator College of Aeronautical Science and Technology,Fort Pierce,FL,Associates,Private,Southeast,Suburb,NA,0,274,43615,24831,67739,16979
Trendsetters School of Beauty & Barbering,Jacksonville,FL,Associates,Private,Southeast,City,NA,0,26,NA,1393,25222,11211
American Institute of Beauty,Largo,FL,Associates,Private,Southeast,Suburb,NA,0,179,NA,8468,20371,6333
North Florida Cosmetology Institute,Tallahassee,FL,Associates,Private,Southeast,City,NA,0,70,NA,4802,23615,6334
Florida Academy of Health & Beauty,Oakland Park,FL,Associates,Private,Southeast,Suburb,NA,0,67,NA,3989,18116,3333
Augusta School of Massage,Evans,GA,Associates,Private,Southeast,Suburb,NA,0,27,NA,2400,25408,PS
ATA College,Louisville,KY,Associates,Private,Southeast,Suburb,NA,0,337,31263,6398,34577,21030
SUM Bible College and Theological Seminary,El Dorado Hills,CA,Bachelors,Private,Far West,Suburb,0.6421,0,312,24340,2067,35418,26677
Compass Career College,Hammond,LA,Associates,Private,Southeast,Suburb,NA,0,159,NA,6234,21175,7917
Nuvo College of Cosmetology,Norton Shores,MI,Associates,Private,Great Lakes,City,NA,0,87,NA,7681,18159,5500
WellSpring School of Allied Health-Kansas City,Kansas City,MO,Associates,Private,Plains,City,NA,0,179,NA,2802,29839,7917
The Salon Professional Academy-Fargo,Fargo,ND,Associates,Private,Plains,City,NA,0,173,NA,4952,31497,12000
Aveda Arts & Sciences Institute-New York,New York,NY,Associates,Private,Mid East,City,NA,0,76,NA,7317,28013,6129
MyrAngel Beauty Institute,San Lorenzo,PR,Associates,Private,Outlying Areas,Suburb,NA,0,175,NA,7590,16758,PS
Texas Health School,Houston,TX,Associates,Private,Southwest,City,NA,0,186,NA,6305,30187,10915
Paul Mitchell the School-Logan,Logan,UT,Associates,Private,Rocky Mountains,City,NA,0,125,NA,4793,23620,9250
Careers Unlimited,Orem,UT,Bachelors,Private,Rocky Mountains,City,NA,0,118,NA,7375,30829,PS
Mountainland Technical College,Lehi,UT,Associates,Public,Rocky Mountains,City,NA,0,2681,NA,6206,31963,PS
Avi Career Training,Great Falls,VA,Associates,Private,Southeast,Suburb,NA,0,74,NA,5488,28615,6333
Mountain State School of Massage,Charleston,WV,Associates,Private,Southeast,City,NA,0,33,NA,3843,27545,PS
San Joaquin Valley College-Rancho Cordova,Rancho Cordova,CA,Associates,Private,Far West,City,NA,0,226,NA,4724,38317,10674
Broken Arrow Beauty College,Broken Arrow,OK,Associates,Private,Southwest,Suburb,NA,0,66,NA,4083,23722,6333
Universal Technical Institute of Northern California Inc,Sacramento,CA,Associates,Private,Far West,City,NA,0,1107,NA,3052,48341,13097
Lemoore College,Lemoore,CA,Associates,Public,Far West,Rural,NA,0.0047,3223,18119,4095,40292,9500
Stautzenberger College-Brecksville,Brecksville,OH,Associates,Private,Great Lakes,Suburb,NA,0,98,24972,8112,34104,14302
Unitech Training Academy-Houma,Houma,LA,Associates,Private,Southeast,City,NA,0,73,NA,8625,24707,8721
Rasmussen University-Illinois,Rockford,IL,Associates,Private,Great Lakes,City,NA,0,1330,24447,4383,39080,20899
International Institute for Restorative Practices,Bethlehem,PA,Graduate,Private,Mid East,City,NA,NA,NA,NA,80883,NA,NA
Automotive Training Center-Warminster,Warminster,PA,Associates,Private,Mid East,Suburb,NA,0,275,NA,9347,51112,15665
Empire Beauty School-Milwaukee,Milwaukee,WI,Associates,Private,Great Lakes,City,NA,0,98,NA,6841,23589,10231
Triangle Tech Inc-Bethlehem,Bethlehem,PA,Associates,Private,Mid East,City,NA,0,94,28272,6760,53788,12000
Milan Institute-Clovis,Clovis,CA,Associates,Private,Far West,Suburb,NA,0,569,NA,3944,24879,6333
Strayer University-Florida,Tampa,FL,Bachelors,Private,Southeast,Suburb,NA,0,1314,23838,1979,40092,40621
Pima Medical Institute-Renton,Renton,WA,Associates,Private,Far West,City,NA,0,400,NA,5993,38673,9500
CBT Technology Institute-Main Campus,Miami,FL,Associates,Private,Southeast,Suburb,NA,0,452,24586,3187,29534,8550
CBT Technology Institute-Hialeah,Hialeah,FL,Associates,Private,Southeast,Suburb,NA,0,493,18000,3107,29534,8550
Dewey University-Juana Diaz,Juana Diaz,PR,Associates,Private,Outlying Areas,Suburb,NA,0,243,11190,1762,19761,5185
The College of Health Care Professions-San Antonio,San Antonio,TX,Associates,Private,Southwest,City,NA,0,718,NA,3977,33070,9500
Brittany Beauty Academy,Bronx,NY,Associates,Private,Mid East,City,NA,0,148,NA,3505,18753,6333
Lincoln Technical Institute-Whitestone,Whitestone,NY,Associates,Private,Mid East,City,NA,0,793,NA,6277,46396,11730
American Public University System,Charles Town,WV,Bachelors,Private,Southeast,Town,NA,0.0029,38976,16358,1750,44409,21743
Huntsville Bible College,Huntsville,AL,Bachelors,Private,Southeast,City,NA,0,82,17595,7375,NA,40500
Beaumont Adult School,Beaumont,CA,Associates,Public,Far West,Suburb,NA,0,101,NA,8522,50801,14866
Gnomon,North Hollywood,CA,Bachelors,Private,Far West,City,0.3968,0,302,48010,8955,114785,28332
Coachella Valley Beauty College,La Quinta,CA,Associates,Private,Far West,Suburb,NA,0,88,NA,1264,19665,2905
Valley College of Medical Careers,West Hills,CA,Associates,Private,Far West,City,NA,0,57,NA,4579,37453,8876
Academy of Natural Therapy Inc,Greeley,CO,Associates,Private,Rocky Mountains,City,NA,0,52,NA,7188,25770,7917
Academy Di Capelli-School of Cosmetology,Wallingford,CT,Associates,Private,New England,Suburb,NA,0,188,NA,3894,NA,6333
Delaware Learning Institute of Cosmetology,Dagsboro,DE,Associates,Private,Mid East,Town,NA,0,73,NA,4014,23718,6333
Dragon Rises College of Oriental Medicine,Bradenton,FL,Graduate,Private,Southeast,Suburb,NA,NA,NA,NA,3960,NA,PS
Palm Beach Academy of Health & Beauty,West Palm Beach,FL,Associates,Private,Southeast,Suburb,NA,0,116,NA,5867,30784,9500
SABER College,Miami,FL,Associates,Private,Southeast,City,0.9265,0,202,NA,5626,40816,22000
Taylor College,Ocala,FL,Associates,Private,Southeast,City,NA,0,216,30562,5142,60311,26250
Pensacola School of Massage Therapy & Health Careers,Pensacola,FL,Associates,Private,Southeast,City,NA,0,56,NA,1166,28828,5945
Ideal Beauty Academy,Jeffersonville,IN,Associates,Private,Great Lakes,Suburb,NA,0,2,NA,12500,24635,PS
Denmark College,Merrillville,IN,Associates,Private,Great Lakes,Suburb,NA,0,178,NA,7873,23538,8965
Louisiana Culinary Institute,Baton Rouge,LA,Associates,Private,Southeast,Suburb,0.4894,0,90,35243,4093,40359,16200
Bais Medrash Toras Chesed,Lakewood,NJ,Bachelors,Private,Mid East,City,0.6301,0,125,13700,5269,NA,PS
Ace Institute of Technology,New York,NY,Associates,Private,Mid East,City,NA,0,264,NA,3539,NA,6471
New Age Training,New York,NY,Associates,Private,Mid East,City,NA,0,157,NA,2305,31997,7789
Dayton School of Medical Massage,Dayton,OH,Associates,Private,Great Lakes,City,NA,0,425,33863,1465,31071,13432
ATA College,Tulsa,OK,Associates,Private,Southwest,City,NA,0,178,26577,5218,40823,21308
Visible Music College,Memphis,TN,Associates,Private,Southeast,City,0.2868,0,164,31386,11019,35933,9500
CCI Training Center-Arlington,Arlington,TX,Associates,Private,Southwest,City,NA,0,187,NA,2303,40829,8045
Champion Beauty College,Houston,TX,Associates,Private,Southwest,Suburb,NA,0,26,NA,783,21362,7136
Southeast Texas Career Institute,Silsbee,TX,Associates,Private,Southwest,Town,NA,0,74,NA,2727,24835,5500
Southwest Technical College,Cedar City,UT,Associates,Public,Rocky Mountains,Town,NA,0,390,NA,16744,35507,PS
Virginia Beach Theological Seminary,Virginia Beach,VA,Graduate,Private,Southeast,City,NA,0,2,NA,18652,NA,NA
Milwaukee Career College,Milwaukee,WI,Associates,Private,Great Lakes,Suburb,0.7188,0,73,NA,7848,28355,7046
University of the West,Rosemead,CA,Bachelors,Private,Far West,Suburb,1,0,41,24944,20930,NA,PS
American College of Education,Indianapolis,IN,Bachelors,Private,Great Lakes,City,NA,0,277,NA,NA,NA,NA
South University-Tampa,Tampa,FL,Bachelors,Private,Southeast,City,NA,0,390,33016,7989,34421,26123
Milan Institute of Cosmetology-San Antonio Military,San Antonio,TX,Associates,Private,Southwest,City,NA,0,202,NA,4470,22378,6333
Appalachian College of Pharmacy,Oakwood,VA,Graduate,Private,Southeast,Rural,NA,NA,NA,NA,24356,NA,PS
Paul Mitchell the School-Tampa,Tampa,FL,Associates,Private,Southeast,Suburb,NA,0,136,NA,7429,26897,13000
Paul Mitchell the School-San Diego,San Diego,CA,Associates,Private,Far West,City,NA,0,250,NA,4506,26897,13000
Paul Mitchell the School-Michigan,Sterling Heights,MI,Associates,Private,Great Lakes,Suburb,NA,0,162,NA,4299,26897,13000
Paul Mitchell the School-Sherman Oaks,Sherman Oaks,CA,Associates,Private,Far West,City,NA,0,280,NA,4466,26262,10556
Paul Mitchell the School-Tysons Corner,McLean,VA,Associates,Private,Southeast,Suburb,NA,0,94,NA,5733,34949,13000
Fortis College-Columbus,Westerville,OH,Associates,Private,Great Lakes,Suburb,NA,0,761,33806,5318,36368,12547
Fortis College-Cincinnati,Cincinnati,OH,Associates,Private,Great Lakes,Suburb,NA,0,403,30689,5519,36368,12547
Blue Cliff College-Alexandria,Alexandria,LA,Associates,Private,Southeast,City,NA,0,479,NA,4356,22177,9500
Strayer University-Delaware,Wilmington,DE,Bachelors,Private,Mid East,City,NA,0,240,NA,2681,40092,40621
Brite Divinity School,Fort Worth,TX,Graduate,Private,Southwest,City,NA,NA,NA,NA,46095,68424,21500
Strayer University-Alabama,Birmingham,AL,Bachelors,Private,Southeast,City,NA,0,1473,23838,2174,40092,40621
Brown Aveda Institute-Strongsville,Strongsville,OH,Associates,Private,Great Lakes,Suburb,NA,0,139,NA,3156,27446,7267
Clary Sage College,Tulsa,OK,Associates,Private,Southwest,City,NA,0,367,NA,2078,28954,8898
Rasmussen University-Wisconsin,Green Bay,WI,Associates,Private,Great Lakes,City,NA,0,154,24230,6142,39080,20899
Empire Beauty School-Richmond,Richmond,VA,Associates,Private,Southeast,Suburb,NA,0,70,NA,9633,23921,10667
Empire Beauty School-North Hills,Pittsburgh,PA,Associates,Private,Mid East,Suburb,NA,0,59,NA,12405,22377,10667
Empire Beauty School-Concord,Concord,NC,Associates,Private,Southeast,City,NA,0,135,NA,6038,23925,13000
Lexington Healing Arts Academy,Lexington,KY,Associates,Private,Southeast,City,NA,0,89,NA,12122,33193,7600
Empire Beauty School-Hooksett,Hooksett,NH,Associates,Private,New England,Suburb,NA,0,327,NA,7892,33546,7942
The Institute of Beauty and Wellness,Milwaukee,WI,Associates,Private,Great Lakes,City,NA,0,207,NA,5412,31723,6333
Carrington College-Stockton,Stockton,CA,Associates,Private,Far West,City,NA,0,429,NA,4681,39633,11537
Trend Barber College,Houston,TX,Associates,Private,Southwest,City,NA,0,90,NA,2461,16575,12794
Euphoria Institute of Beauty Arts & Sciences-Summerlin,Las Vegas,NV,Associates,Private,Far West,City,NA,0,588,NA,6700,31914,10521
Columbia Southern University,Orange Beach,AL,Bachelors,Private,Southeast,Town,NA,0,13053,18002,1516,63534,21339
Arizona Culinary Institute,Scottsdale,AZ,Associates,Private,Southwest,City,NA,0,157,NA,5080,41651,9500
Healthcare Career College,Paramount,CA,Associates,Private,Far West,Suburb,NA,0,381,NA,1690,32613,9500
Coastline Beauty College,Fountain Valley,CA,Associates,Private,Far West,City,NA,0,185,NA,1820,11585,PS
Branford Academy of Hair & Cosmetology,Branford,CT,Associates,Private,New England,Suburb,NA,0,39,NA,4783,NA,6333
Academy of Massage and Bodywork,Bear,DE,Associates,Private,Mid East,Suburb,NA,0,113,NA,6637,31204,6333
Academy for Five Element Acupuncture,Gainesville,FL,Graduate,Private,Southeast,City,NA,NA,NA,NA,6119,NA,PS
Academy of Career Training,Kissimmee,FL,Associates,Private,Southeast,City,NA,0,24,NA,3535,22029,6105
Miami Regional University,Miami Springs,FL,Associates,Private,Southeast,Suburb,NA,0,310,NA,3683,29081,22500
Paul Mitchell the School-Miami,Miami,FL,Associates,Private,Southeast,City,NA,0,112,NA,4457,25024,9442
Aveda Institute-South Florida,Davie,FL,Associates,Private,Southeast,Suburb,NA,0,1012,NA,6952,29426,6333
Aveda Institute-Tallahassee,Clearwater,FL,Associates,Private,Southeast,Suburb,NA,0,764,NA,6751,29449,6333
Shear Excellence Hair Academy,Tampa,FL,Associates,Private,Southeast,Suburb,NA,0,149,NA,3046,23366,9498
Carlson College of Massage Therapy,Anamosa,IA,Associates,Private,Plains,Rural,NA,0,19,NA,5075,26893,PS
MyComputerCareer at Indianapolis,Indianapolis,IN,Associates,Private,Great Lakes,City,NA,0,1034,NA,974,41976,9500
Z Hair Academy,Overland Park,KS,Associates,Private,Plains,City,NA,0,307,NA,3173,27346,9833
DiGrigoli School of Cosmetology,West Springfield,MA,Associates,Private,New England,Suburb,NA,0,28,NA,1399,14195,PS
Elevate Salon Institute,Royal Oak,MI,Associates,Private,Great Lakes,Suburb,NA,0,169,NA,3863,16853,6333
Lakewood School of Therapeutic Massage,Port Huron,MI,Associates,Private,Great Lakes,Suburb,NA,0,14,NA,4035,16682,PS
The Salon Professional Academy-Battle Creek,Battle Creek,MI,Associates,Private,Great Lakes,City,NA,0,44,NA,1857,21504,6333
Trend Setters School,Cape Girardeau,MO,Associates,Private,Plains,City,NA,0,69,NA,4794,23185,10667
Academy of Hair Design-Springfield,Springfield,MO,Associates,Private,Plains,City,NA,0,267,NA,5312,25129,9500
Corinth Academy of Cosmetology,Corinth,MS,Associates,Private,Southeast,Town,NA,0,105,NA,3138,25685,8500
Southeastern College-Charlotte,Charlotte,NC,Associates,Private,Southeast,City,0.9749,0,217,42015,5986,31548,9500
Yeshivas Be'er Yitzchok,Elizabeth,NJ,Bachelors,Private,Mid East,Suburb,1,0,52,32040,7630,82560,PS
Yeshiva Toras Chaim,Lakewood,NJ,Bachelors,Private,Mid East,Suburb,0.9841,0,225,21574,10485,62526,PS
Talmudical Seminary of Bobov,Brooklyn,NY,Bachelors,Private,Mid East,City,0.9807,0,515,18400,3652,22432,PS
Center for Allied Health Education,Brooklyn,NY,Associates,Private,Mid East,City,0.1852,0,113,NA,4319,107249,13626
Aveda Fredric's Institute-Cincinnati,West Chester,OH,Associates,Private,Great Lakes,Suburb,NA,0,482,NA,4043,30468,7917
MyComputerCareer at Columbus,Columbus,OH,Associates,Private,Great Lakes,City,NA,0,824,NA,1105,43409,9500
CDE Career Institute,Tannersville,PA,Associates,Private,Mid East,Rural,NA,0,308,NA,6748,30894,9500
Instituto Educativo Premier,Ponce,PR,Associates,Private,Outlying Areas,City,NA,0,283,NA,3636,20182,PS
Charleston School of Law,Charleston,SC,Graduate,Private,Southeast,City,NA,NA,NA,NA,9273,NA,PS
Elite College of Cosmetology,Lexington,TN,Associates,Private,Southeast,Town,NA,0,68,NA,3185,21197,5500
Manuel and Theresa's School of Hair Design-Bryan,Bryan,TX,Associates,Private,Southwest,City,NA,0,19,NA,2467,NA,7924
Southwest University at El Paso,El Paso,TX,Associates,Private,Southwest,City,NA,0,1817,23946,2188,29648,20000
Paul Mitchell the School-Austin,Austin,TX,Associates,Private,Southwest,City,NA,0,192,NA,5399,23721,7917
Aveda Institute-Provo,Provo,UT,Associates,Private,Rocky Mountains,City,NA,0,142,NA,9843,20414,7666
Dixie Technical College,Saint George,UT,Associates,Public,Rocky Mountains,City,NA,0,1042,NA,15694,31051,PS
Victoria's Academy of Cosmetology,Kennewick,WA,Associates,Private,Far West,City,NA,0,28,NA,4058,24668,7830
Paul Mitchell the School-San Antonio,San Antonio,TX,Associates,Private,Southwest,City,NA,0,352,NA,3471,28693,8505
Bryant & Stratton College-Wauwatosa,Wauwatosa,WI,Associates,Private,Great Lakes,Suburb,NA,0,952,25392,9424,32568,21549
Remington College-Houston Southeast Campus,League City,TX,Associates,Private,Southwest,Suburb,NA,0,65,26324,11578,31349,13271
Remington College-Shreveport Campus,Shreveport,LA,Associates,Private,Southeast,City,NA,0,342,37056,2569,31349,13271
TC Beauty,Johnson City,TN,Associates,Private,Southeast,City,NA,0,139,NA,1551,21153,7917
Patrick Henry College,Purcellville,VA,Bachelors,Private,Southeast,Town,0.8198,0,373,NA,12338,NA,NA
The Hair Academy,Bismarck,ND,Associates,Private,Plains,City,NA,0,56,NA,3641,31370,11630
Ross Medical Education Center-New Baltimore,New Baltimore,MI,Associates,Private,Great Lakes,Suburb,NA,0,39,NA,3823,30481,9500
Ross College-Sylvania,Sylvania,OH,Associates,Private,Great Lakes,Suburb,NA,0,1273,NA,1339,29898,9500
Escuela De Troqueleria Y Herramentaje,Bayamon,PR,Associates,Public,Outlying Areas,City,1,0,67,8450,4077,26293,PS
Fortis Institute-Nashville,Nashville,TN,Associates,Private,Southeast,City,NA,0,392,36210,5270,32886,12346
ATA College-Cincinnati,Cincinnati,OH,Associates,Private,Great Lakes,Suburb,NA,0,264,29073,5386,34577,21030
Dental Assistant Pro LLC-Columbus,Westerville,OH,Associates,Private,Great Lakes,Suburb,NA,0,10,NA,4629,NA,NA
Dental Assistant Pro-Lebanon,Lebanon,OH,Associates,Private,Great Lakes,Suburb,NA,0,14,NA,8766,NA,NA
Elite Welding Academy LLC,Cincinnati,OH,Associates,Private,Great Lakes,Suburb,NA,0,65,NA,7909,NA,9483
Galen College of Nursing-Cincinnati,Cincinnati,OH,Associates,Private,Great Lakes,Suburb,NA,0,670,33343,5543,61480,24166
Strayer University-North Carolina,Greensboro,NC,Bachelors,Private,Southeast,City,NA,0,2728,NA,1894,40092,40621
Strayer University-New Jersey,Piscataway,NJ,Bachelors,Private,Mid East,Suburb,NA,0,536,NA,1384,40092,40621
International Culinary Arts and Sciences Institute,Chesterland,OH,Associates,Private,Great Lakes,Rural,NA,0,26,NA,30842,NA,NA
Ohio Media School-Columbus,Columbus,OH,Associates,Private,Great Lakes,Suburb,NA,0,43,NA,2446,37423,9500
Ohio Medical Career College,Dayton,OH,Associates,Private,Great Lakes,City,NA,0,121,NA,2411,NA,12403
Chamberlain University-Illinois,Addison,IL,Bachelors,Private,Great Lakes,Suburb,0.8857,0,12188,36346,2849,92405,20919
Chamberlain University-Ohio,Columbus,OH,Bachelors,Private,Great Lakes,City,0.75,0,336,38833,6682,92405,20919
Chamberlain University-Arizona,Phoenix,AZ,Bachelors,Private,Southwest,City,0.875,0,745,39034,6109,92405,20919
The Salon Professional Academy-Appleton,Appleton,WI,Associates,Private,Great Lakes,Suburb,NA,0,85,NA,10429,32317,9991
Milan Institute of Cosmetology-Vacaville,Vacaville,CA,Associates,Private,Far West,Suburb,NA,0,234,NA,3711,22378,6333
Milan Institute of Cosmetology-Reno,Reno,NV,Associates,Private,Far West,City,NA,0,243,NA,3662,22378,6333
Ottawa University-Online,Overland Park,KS,Bachelors,Private,Plains,City,NA,0.0058,328,NA,2699,55552,21500
Paul Mitchell the School-Esani,Roswell,GA,Associates,Private,Southeast,City,NA,0,337,NA,5651,26287,9833
Paul Mitchell the School-Birmingham,Hoover,AL,Associates,Private,Southeast,Suburb,NA,0,128,NA,3550,24367,9833
Taft University System,Denver,CO,Graduate,Private,Rocky Mountains,City,NA,0,1,NA,824,NA,PS
Mayfield College,Cathedral City,CA,Associates,Private,Far West,Suburb,NA,0,316,NA,6782,29384,9025
Academy of Esthetics and Cosmetology,San Fernando,CA,Associates,Private,Far West,Suburb,NA,0,28,NA,6054,35089,PS
Borner's Barber College,Los Angeles,CA,Associates,Private,Far West,City,NA,0,41,NA,2088,NA,PS
Paul Mitchell the School-Pasadena,Pasadena,CA,Associates,Private,Far West,City,NA,0,200,NA,4994,25845,6333
San Francisco Institute of Esthetics & Cosmetology Inc,San Francisco,CA,Associates,Private,Far West,City,NA,0,202,NA,6402,32926,6333
Laurus College,San Luis Obispo,CA,Associates,Private,Far West,City,NA,0,794,NA,3389,30896,32416
Healing Hands School of Holistic Health,Escondido,CA,Associates,Private,Far West,Suburb,NA,0,256,NA,807,24366,6333
Career Development Institute Inc,Los Angeles,CA,Associates,Private,Far West,City,NA,0,168,NA,3402,62209,16873
Auguste Escoffier School of Culinary Arts-Boulder,Boulder,CO,Associates,Private,Rocky Mountains,City,NA,0,8571,NA,1322,32001,9653
Aspen University,Phoenix,AZ,Bachelors,Private,Southwest,City,NA,0,2396,NA,3742,NA,15756
Institute of Taoist Education and Acupuncture,Louisville,CO,Graduate,Private,Rocky Mountains,Suburb,NA,NA,NA,NA,14675,NA,PS
Denver College of Nursing,Denver,CO,Bachelors,Private,Rocky Mountains,City,NA,0,949,NA,5643,81809,26500
Cambridge College of Healthcare & Technology,Delray Beach,FL,Associates,Private,Southeast,City,NA,0,1037,22460,3064,47792,26250
Cozmo Beauty School,Bonita Springs,FL,Associates,Private,Southeast,Suburb,NA,0,68,NA,6020,24319,8082
